participant_id,group,type,sentence_id,sentence,condition,lexicalization,value
P8359,,training,T1,Коля пришел домой.,,,5
P8359,,training,T2,Дети пришел домой.,,,1
P8359,,training,T3,Большинство гостей уже ушло.,,,5
P8359,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
P8359,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
P8359,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
P8359,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
P8359,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
P8359,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
P8359,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,2
P8359,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
P8359,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
P8359,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,2
P8359,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
P8359,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
P8359,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
I9659,,training,T1,Коля пришел домой.,,,5
I9659,,training,T2,Дети пришел домой.,,,2
I9659,,training,T3,Большинство гостей уже ушло.,,,5
I9659,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
I9659,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,4
I9659,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
I9659,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,2
I9659,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,2
I9659,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
I9659,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
I9659,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,4
I9659,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
I9659,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,2
I9659,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,2
I9659,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
I9659,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,4
G9756,,training,T1,Коля пришел домой.,,,5
G9756,,training,T2,Дети пришел домой.,,,5
G9756,,training,T3,Большинство гостей уже ушло.,,,5
G9756,,filler_pos,FP3,Петя купил очень красивое пальто.,,,1
G9756,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,3
G9756,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,3
G9756,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
G9756,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,2
G9756,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,5
G9756,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,2
G9756,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
G9756,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,3
G9756,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,2
G9756,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,3
G9756,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
G9756,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
X7868,,training,T1,Коля пришел домой.,,,5
X7868,,training,T2,Дети пришел домой.,,,5
X7868,,training,T3,Большинство гостей уже ушло.,,,3
X7868,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
X7868,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
X7868,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
X7868,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
X7868,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
X7868,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,5
X7868,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
X7868,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,2
X7868,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,5
X7868,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,5
X7868,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
X7868,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
X7868,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
V2469,,training,T1,Коля пришел домой.,,,5
V2469,,training,T2,Дети пришел домой.,,,1
V2469,,training,T3,Большинство гостей уже ушло.,,,5
V2469,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
V2469,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,5
V2469,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,5
V2469,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,5
V2469,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
V2469,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
V2469,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
V2469,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
V2469,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,5
V2469,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
V2469,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,5
V2469,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
V2469,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
Q5495,,training,T1,Коля пришел домой.,,,5
Q5495,,training,T2,Дети пришел домой.,,,1
Q5495,,training,T3,Большинство гостей уже ушло.,,,5
Q5495,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,2
Q5495,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,5
Q5495,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,5
Q5495,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
Q5495,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,5
Q5495,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,5
Q5495,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Q5495,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
Q5495,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
Q5495,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
Q5495,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
Q5495,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
Q5495,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,5
R327,,training,T1,Коля пришел домой.,,,5
R327,,training,T2,Дети пришел домой.,,,1
R327,,training,T3,Большинство гостей уже ушло.,,,5
R327,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,2
R327,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
R327,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,3
R327,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,2
R327,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
R327,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
R327,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
R327,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
R327,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,5
R327,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,5
R327,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
R327,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
R327,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,4
N845,,training,T1,Коля пришел домой.,,,5
N845,,training,T2,Дети пришел домой.,,,1
N845,,training,T3,Большинство гостей уже ушло.,,,4
N845,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
N845,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,2
N845,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
N845,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
N845,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
N845,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,2
N845,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,4
N845,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,4
N845,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
N845,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,3
N845,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
N845,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,2
N845,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
D287,,training,T1,Коля пришел домой.,,,5
D287,,training,T2,Дети пришел домой.,,,1
D287,,training,T3,Большинство гостей уже ушло.,,,5
D287,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,5
D287,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
D287,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,1
D287,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
D287,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
D287,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
D287,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
D287,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
D287,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,1
D287,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
D287,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,1
D287,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
D287,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,1
H4104,,training,T1,Коля пришел домой.,,,5
H4104,,training,T2,Дети пришел домой.,,,1
H4104,,training,T3,Большинство гостей уже ушло.,,,NULL
H4104,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
H4104,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
H4104,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
H4104,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
H4104,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
H4104,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
H4104,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
H4104,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
H4104,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,1
H4104,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,NULL
H4104,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
H4104,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
H4104,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
Y8785,,training,T1,Коля пришел домой.,,,5
Y8785,,training,T2,Дети пришел домой.,,,1
Y8785,,training,T3,Большинство гостей уже ушло.,,,4
Y8785,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
Y8785,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
Y8785,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,2
Y8785,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
Y8785,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
Y8785,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,5
Y8785,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Y8785,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,5
Y8785,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
Y8785,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,2
Y8785,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
Y8785,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
Y8785,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,2
E7104,,training,T1,Коля пришел домой.,,,5
E7104,,training,T2,Дети пришел домой.,,,5
E7104,,training,T3,Большинство гостей уже ушло.,,,3
E7104,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,3
E7104,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,4
E7104,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,3
E7104,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,2
E7104,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,4
E7104,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,3
E7104,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,3
E7104,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
E7104,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,3
E7104,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
E7104,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,2
E7104,,filler_pos,FP3,Петя купил очень красивое пальто.,,,3
E7104,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,4
S4688,,training,T1,Коля пришел домой.,,,5
S4688,,training,T2,Дети пришел домой.,,,1
S4688,,training,T3,Большинство гостей уже ушло.,,,3
S4688,,filler_pos,FP3,Петя купил очень красивое пальто.,,,2
S4688,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
S4688,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,1
S4688,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
S4688,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,4
S4688,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,4
S4688,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,1
S4688,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,4
S4688,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,NULL
S4688,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
S4688,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,3
S4688,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
S4688,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,4
A7032,,training,T1,Коля пришел домой.,,,5
A7032,,training,T2,Дети пришел домой.,,,1
A7032,,training,T3,Большинство гостей уже ушло.,,,5
A7032,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
A7032,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,4
A7032,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,5
A7032,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
A7032,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
A7032,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,4
A7032,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
A7032,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
A7032,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
A7032,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
A7032,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
A7032,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,5
A7032,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,3
Z2744,,training,T1,Коля пришел домой.,,,5
Z2744,,training,T2,Дети пришел домой.,,,5
Z2744,,training,T3,Большинство гостей уже ушло.,,,4
Z2744,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
Z2744,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,2
Z2744,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
Z2744,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,4
Z2744,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,4
Z2744,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,3
Z2744,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Z2744,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,3
Z2744,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
Z2744,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,4
Z2744,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
Z2744,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,3
Z2744,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,4
Y6463,,training,T1,Коля пришел домой.,,,5
Y6463,,training,T2,Дети пришел домой.,,,1
Y6463,,training,T3,Большинство гостей уже ушло.,,,5
Y6463,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Y6463,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,1
Y6463,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
Y6463,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,3
Y6463,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
Y6463,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,5
Y6463,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
Y6463,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,5
Y6463,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
Y6463,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
Y6463,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,5
Y6463,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,4
Y6463,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
R3586,,training,T1,Коля пришел домой.,,,NULL
R3586,,training,T2,Дети пришел домой.,,,4
R3586,,training,T3,Большинство гостей уже ушло.,,,4
R3586,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
R3586,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,5
R3586,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,4
R3586,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
R3586,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
R3586,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
R3586,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,5
R3586,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,4
R3586,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,3
R3586,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,2
R3586,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,4
R3586,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,5
R3586,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
N2769,,training,T1,Коля пришел домой.,,,NULL
N2769,,training,T2,Дети пришел домой.,,,5
N2769,,training,T3,Большинство гостей уже ушло.,,,3
N2769,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,3
N2769,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,3
N2769,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,4
N2769,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,4
N2769,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,4
N2769,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,4
N2769,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,3
N2769,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,5
N2769,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,5
N2769,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,5
N2769,,filler_pos,FP3,Петя купил очень красивое пальто.,,,3
N2769,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
N2769,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
T5054,,training,T1,Коля пришел домой.,,,5
T5054,,training,T2,Дети пришел домой.,,,1
T5054,,training,T3,Большинство гостей уже ушло.,,,5
T5054,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
T5054,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
T5054,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
T5054,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
T5054,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
T5054,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,2
T5054,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,2
T5054,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
T5054,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
T5054,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
T5054,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
T5054,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,2
T5054,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
X5750,,training,T1,Коля пришел домой.,,,NULL
X5750,,training,T2,Дети пришел домой.,,,5
X5750,,training,T3,Большинство гостей уже ушло.,,,5
X5750,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
X5750,A,stimulus,SE1,Маша загадала какое-нибудь число.,episodic,1,1
X5750,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
X5750,A,stimulus,SE2,Маша спела какую-нибудь песню.,episodic,2,1
X5750,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,NULL
X5750,A,stimulus,SQ2,Каждый участник конкурса спел какую-нибудь песню.,quantified,2,1
X5750,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
X5750,A,stimulus,SM4,Катя должна рассказать какой-нибудь анекдот.,modalized,4,5
X5750,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
X5750,A,stimulus,SQ3,Каждый участник конкурса показал какой-нибудь фокус.,quantified,3,1
X5750,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
X5750,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
X5750,A,stimulus,SM3,Катя должна показать какой-нибудь фокус.,modalized,3,5
Y195,,training,T1,Коля пришел домой.,,,5
Y195,,training,T2,Дети пришел домой.,,,1
Y195,,training,T3,Большинство гостей уже ушло.,,,5
Y195,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
Y195,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
Y195,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
Y195,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
Y195,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,1
Y195,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
Y195,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Y195,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
Y195,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,1
Y195,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,3
Y195,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,3
Y195,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
Y195,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
D4232,,training,T1,Коля пришел домой.,,,5
D4232,,training,T2,Дети пришел домой.,,,2
D4232,,training,T3,Большинство гостей уже ушло.,,,5
D4232,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
D4232,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
D4232,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,5
D4232,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,2
D4232,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,5
D4232,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,5
D4232,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
D4232,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,2
D4232,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
D4232,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,5
D4232,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,3
D4232,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
D4232,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
Q3537,,training,T1,Коля пришел домой.,,,5
Q3537,,training,T2,Дети пришел домой.,,,1
Q3537,,training,T3,Большинство гостей уже ушло.,,,NULL
Q3537,,filler_pos,FP3,Петя купил очень красивое пальто.,,,5
Q3537,,filler_neg,FN2,Петя прочитал какое-либо длинное стихотворение.,,,3
Q3537,B,stimulus,SM1,Катя должна загадать какое-нибудь число.,modalized,1,5
Q3537,,filler_neg,FN3,Ваня купил любую книгу про динозавров.,,,1
Q3537,B,stimulus,SQ1,Каждый участник конкурса загадал какое-нибудь число.,quantified,1,1
Q3537,,filler_pos,FP2,Ваня прочитал какую-то странную статью.,,,5
Q3537,B,stimulus,SM2,Катя должна спеть какую-нибудь песню.,modalized,2,NULL
Q3537,,filler_neg,FN4,Ваня потерял любое золотое кольцо.,,,1
Q3537,B,stimulus,SE4,Маша рассказала какой-нибудь анекдот.,episodic,4,1
Q3537,,filler_pos,FP1,Ваня нарисовал какое-то экзотическое растение.,,,5
Q3537,B,stimulus,SE3,Маша показала какой-нибудь фокус.,episodic,3,1
Q3537,,filler_neg,FN1,Петя нарисовал какое-либо необычное животное.,,,5
Q3537,B,stimulus,SQ4,Каждый участник конкурса рассказал какой-нибудь анекдот.,quantified,4,5
F1122,,training,T1,Коля пришел домой.,,,5
